yearID,playerID,Salary,stint_pitch,W,L,G_pitch,GS_pitch,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP_pitch,HBP,BK,BFP,GF,R,SH,SF,GIDP,stint_field,G_field,GS_field,InnOuts,PO,A,E,DP,PB,WP_field,SB,CS,ZR,TrainVal
2006,elartsc01,4000000,1,4,9,20,20,0,0,0,344,117,68,26,52,49,0.267,5.34,1.0,3,6.0,0,501.0,0,73,2.0,2.0,10.0,1,20,20.0,344.0,3,13,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2007,elartsc01,4000000,1,2,4,9,9,0,0,0,111,53,43,12,21,13,0.338,10.46,0.0,2,3.0,0,185.0,0,44,0.0,3.0,6.0,1,9,9.0,111.0,1,2,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2012,elbersc01,488500,1,1,1,43,0,0,0,0,98,27,8,3,13,29,0.231,2.2,1.0,3,1.0,0,133.0,12,8,0.0,2.0,3.0,1,43,0.0,98.0,1,3,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2014,elbersc01,575000,1,1,0,7,0,0,0,0,13,4,1,0,1,2,0.235,2.08,0.0,0,0.0,0,18.0,0,1,0.0,0.0,0.0,1,7,0.0,13.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,embreal01,850000,1,4,3,73,0,0,0,0,157,50,19,4,15,53,0.249,3.27,2.0,0,0.0,0,221.0,11,21,2.0,3.0,2.0,1,73,0.0,157.0,4,4,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,embreal01,2356496,1,1,2,68,0,0,0,17,204,67,30,5,19,51,0.258,3.97,5.0,0,0.0,0,284.0,36,30,1.0,4.0,4.0,1,68,0.0,204.0,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,embreal01,3107126,1,2,5,70,0,0,0,0,185,59,34,8,30,57,0.253,4.96,5.0,2,2.0,0,270.0,11,36,2.0,3.0,8.0,1,70,0.0,185.0,2,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,embreal01,2000000,1,2,2,36,0,0,0,0,74,28,16,3,12,12,0.292,5.84,2.0,2,1.0,0,111.0,6,18,2.0,0.0,3.0,1,36,0.0,74.0,3,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,englije01,400000,1,0,0,7,0,0,0,0,21,10,3,0,2,4,0.323,3.86,0.0,1,0.0,0,33.0,0,3,0.0,0.0,0.0,1,7,0.0,21.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,enrigba01,418000,1,1,4,7,7,0,0,0,113,50,31,11,15,21,0.325,7.41,1.0,2,1.0,0,175.0,0,31,3.0,2.0,4.0,1,7,7.0,113.0,1,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,eovalna01,502000,1,4,6,18,18,0,0,0,319,100,40,7,40,78,0.249,3.39,3.0,3,1.0,0,451.0,0,44,6.0,1.0,10.0,1,18,18.0,319.0,8,20,2.0,1,0.0,0.0,0.0,0.0,0.0,Training
2014,eovalna01,517000,1,6,14,33,33,0,0,0,599,223,97,14,43,142,0.282,4.37,5.0,6,7.0,0,854.0,0,107,9.0,5.0,17.0,1,33,33.0,599.0,21,31,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2015,eovalna01,3300000,1,14,3,27,27,0,0,0,463,175,72,10,49,121,0.285,4.2,0.0,8,3.0,0,673.0,0,72,3.0,3.0,14.0,1,27,27.0,463.0,10,20,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,eovalna01,5600000,1,9,8,24,21,0,0,0,374,123,66,23,40,97,0.255,4.76,2.0,5,1.0,0,525.0,2,66,1.0,1.0,8.0,1,24,21.0,374.0,6,14,1.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2013,eppleco01,510350,1,0,0,2,0,0,0,0,5,4,4,0,0,1,0.5,21.6,0.0,2,0.0,0,8.0,1,4,0.0,0.0,1.0,1,2,0.0,5.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,erlinro01,504500,1,4,5,13,11,0,0,0,184,71,34,6,15,46,0.293,4.99,1.0,4,1.0,0,264.0,1,34,2.0,4.0,7.0,1,13,11.0,184.0,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,escaled01,491000,1,1,4,37,0,0,0,0,138,52,29,8,14,34,0.28,5.67,2.0,2,2.0,3,205.0,7,32,2.0,1.0,2.0,1,37,0.0,138.0,2,5,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,escobed01,2150000,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0.0,0,0.0,0,4.0,1,0,0.0,0.0,0.0,5,103,88.0,2372.0,105,243,10.0,69,0.0,0.0,0.0,0.0,0.0,Validation
2006,escobke01,6750000,1,11,14,30,30,1,0,0,568,192,76,17,50,147,0.264,3.61,2.0,7,4.0,0,789.0,0,93,6.0,3.0,15.0,1,30,30.0,568.0,7,18,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2007,escobke01,9000000,1,18,7,30,30,3,1,0,587,182,74,11,66,160,0.248,3.4,2.0,9,3.0,0,812.0,0,79,5.0,4.0,28.0,1,30,30.0,587.0,13,18,2.0,4,0.0,0.0,0.0,0.0,0.0,Training
2009,escobke01,10000000,1,0,1,1,1,0,0,0,15,4,2,0,4,5,0.235,3.6,0.0,0,1.0,0,23.0,0,2,0.0,1.0,0.0,1,1,1.0,15.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,estessh01,1100000,1,0,1,1,1,0,0,0,18,5,3,0,3,4,0.217,4.5,0.0,0,1.0,0,27.0,0,3,0.0,0.0,1.0,1,1,1.0,18.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,estrama01,486000,1,5,7,29,23,0,0,0,415,129,56,18,29,143,0.247,3.64,0.0,4,0.0,1,562.0,0,62,7.0,3.0,6.0,1,29,23.0,415.0,4,16,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2013,estrama01,1955000,1,7,4,21,21,0,0,0,384,109,55,19,29,118,0.229,3.87,0.0,3,2.0,0,512.0,0,56,3.0,2.0,5.0,1,21,21.0,384.0,5,9,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2014,estrama01,3325000,1,7,6,39,18,0,0,0,452,137,73,29,44,127,0.241,4.36,0.0,2,3.0,1,624.0,3,77,4.0,4.0,4.0,1,39,18.0,452.0,6,21,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,estrama01,3900000,1,13,8,34,28,0,0,0,543,134,63,24,55,131,0.203,3.13,2.0,2,5.0,0,725.0,3,67,2.0,3.0,6.0,1,34,28.0,543.0,10,8,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,estrama01,11500000,1,9,9,29,29,0,0,0,528,132,68,23,65,165,0.203,3.48,1.0,5,4.0,0,723.0,0,73,0.0,3.0,6.0,1,29,29.0,528.0,8,14,0.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2008,evelada01,395000,1,9,9,29,29,1,0,0,504,172,81,10,77,118,0.269,4.34,2.0,6,12.0,1,737.0,0,82,2.0,5.0,22.0,1,29,29.0,504.0,5,18,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2009,evelada01,410000,1,2,4,13,9,0,0,0,132,70,35,4,26,22,0.365,7.16,1.0,2,0.0,0,221.0,2,39,1.0,2.0,8.0,1,13,9.0,132.0,0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,evelada01,419500,3,3,5,12,10,0,0,0,163,72,41,4,32,24,0.688,14.830000000000002,2.0,4,4.0,0,262.0,1,44,0.0,4.0,6.0,3,12,10.0,163.0,7,13,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,evelada01,895000,1,0,1,33,0,0,0,0,69,32,23,3,19,21,0.333,9.0,3.0,0,3.0,0,119.0,8,23,0.0,1.0,3.0,1,33,0.0,69.0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2006,eyresc01,3033333,1,1,3,74,0,0,0,0,184,61,23,11,30,73,0.265,3.38,4.0,6,0.0,0,266.0,15,25,2.0,4.0,4.0,1,74,0.0,184.0,1,8,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,eyresc01,3833333,1,2,1,55,0,0,0,0,157,59,24,3,35,45,0.294,4.13,5.0,3,1.0,0,240.0,17,26,2.0,1.0,9.0,1,55,0.0,157.0,0,2,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2008,eyresc01,3800000,3,5,0,38,0,0,0,0,77,23,12,2,7,32,0.489,9.030000000000001,2.0,1,2.0,0,106.0,3,12,0.0,2.0,4.0,3,38,0.0,77.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,eyresc01,2000000,1,2,1,42,0,0,0,0,90,22,5,3,16,22,0.206,1.5,0.0,2,1.0,0,128.0,3,6,2.0,2.0,3.0,1,42,0.0,90.0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2006,eyrewi01,327000,1,1,0,42,0,0,0,0,178,75,35,8,22,26,0.309,5.31,4.0,4,6.0,0,275.0,20,36,1.0,3.0,5.0,1,42,0.0,178.0,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,eyrewi01,410000,1,0,0,17,0,0,0,0,54,18,9,0,6,8,0.281,4.5,2.0,0,0.0,0,72.0,6,9,2.0,0.0,5.0,1,17,0.0,54.0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,familje01,491750,1,0,0,9,0,0,0,1,32,12,5,2,9,8,0.293,4.22,1.0,3,0.0,0,52.0,3,5,2.0,0.0,1.0,1,9,0.0,32.0,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2014,familje01,502550,1,2,5,76,0,0,0,5,232,59,19,3,32,73,0.209,2.21,5.0,9,2.0,0,322.0,16,26,4.0,2.0,7.0,1,76,0.0,232.0,5,10,3.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,familje01,523925,1,2,2,76,0,0,0,43,234,59,16,6,19,86,0.207,1.85,1.0,4,2.0,0,308.0,65,16,1.0,1.0,6.0,1,76,0.0,234.0,5,11,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2016,familje01,4100000,1,3,4,78,0,0,0,51,233,63,22,1,31,84,0.22,2.55,6.0,3,1.0,0,321.0,67,25,2.0,1.0,10.0,1,78,0.0,233.0,2,15,0.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2016,farmebu01,509500,1,0,1,14,1,0,0,0,88,25,15,4,20,27,0.231,4.6,1.0,2,1.0,0,131.0,7,15,1.0,1.0,3.0,1,14,1.0,88.0,6,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2006,farnsky01,5416666,1,3,6,72,0,0,0,6,198,62,32,8,28,75,0.243,4.36,3.0,5,1.0,1,289.0,24,34,3.0,2.0,1.0,1,72,0.0,198.0,3,7,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2007,farnsky01,5666667,1,2,1,64,0,0,0,0,180,60,32,9,27,48,0.256,4.8,2.0,4,2.0,2,266.0,11,35,1.0,2.0,1.0,1,64,0.0,180.0,3,7,3.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,farnsky01,5916666,3,2,3,61,0,0,0,1,181,70,30,15,22,61,0.644,10.4,4.0,1,1.0,1,261.0,11,32,3.0,1.0,6.0,3,61,0.0,181.0,4,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2009,farnsky01,4250000,1,1,5,41,0,0,0,0,112,43,19,3,14,42,0.287,4.58,2.0,2,1.0,1,168.0,18,22,1.0,2.0,1.0,1,41,0.0,112.0,0,3,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,farnsky01,4500000,3,3,2,60,0,0,0,0,194,55,24,4,19,61,0.44799999999999995,7.82,1.0,3,4.0,0,267.0,15,25,3.0,2.0,2.0,3,60,0.0,194.0,6,6,2.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,farnsky01,2600000,1,5,1,63,0,0,0,25,173,45,14,5,12,51,0.211,2.18,1.0,2,3.0,0,231.0,51,15,1.0,2.0,4.0,1,63,0.0,173.0,7,7,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2012,farnsky01,3300000,1,1,6,34,0,0,0,0,81,22,12,1,14,25,0.216,4.0,2.0,2,1.0,0,120.0,8,13,2.0,1.0,0.0,1,34,0.0,81.0,1,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,farnsky01,1250000,3,3,1,48,0,0,0,2,115,43,20,5,10,28,0.506,6.8,0.0,0,1.0,1,162.0,17,20,0.0,0.0,4.0,3,48,0.0,115.0,4,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,farquda01,510800,1,3,1,66,0,0,0,1,213,58,21,5,22,81,0.221,2.66,1.0,6,4.0,2,290.0,22,23,1.0,1.0,4.0,1,66,0.0,213.0,6,11,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,farquda01,527000,1,1,8,43,0,0,0,1,153,53,29,9,17,48,0.266,5.12,2.0,1,1.0,1,219.0,10,33,1.0,1.0,6.0,1,43,0.0,153.0,3,11,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,farquda01,527000,1,1,0,35,0,0,0,0,106,33,12,8,15,46,0.241,3.06,1.0,1,4.0,0,158.0,11,14,2.0,0.0,1.0,1,35,0.0,106.0,1,9,1.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2006,fasseje01,750000,1,1,1,10,1,0,0,0,45,23,13,4,8,7,0.365,7.8,0.0,2,0.0,0,73.0,2,13,1.0,1.0,2.0,1,10,1.0,45.0,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,faulkan01,508500,1,0,0,9,0,0,0,0,20,8,5,3,4,1,0.286,6.75,1.0,2,0.0,0,32.0,1,7,0.0,0.0,1.0,1,9,0.0,20.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2006,feldmsc01,329000,1,0,2,36,0,0,0,0,124,42,18,4,10,30,0.266,3.92,0.0,0,4.0,0,175.0,5,19,2.0,1.0,3.0,1,36,0.0,124.0,1,11,3.0,1,0.0,0.0,0.0,0.0,0.0,Training
2007,feldmsc01,388203,1,1,2,29,0,0,0,0,117,44,25,3,32,19,0.284,5.77,5.0,2,3.0,2,192.0,10,26,0.0,2.0,4.0,1,29,0.0,117.0,1,7,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2009,feldmsc01,434680,1,17,8,34,31,0,0,0,569,178,86,18,65,113,0.25,4.08,0.0,5,9.0,2,791.0,0,87,1.0,3.0,21.0,1,34,31.0,569.0,15,27,4.0,4,0.0,0.0,0.0,0.0,0.0,Training
2010,feldmsc01,2425000,1,7,11,29,22,0,0,0,424,181,86,18,45,75,0.313,5.48,2.0,11,5.0,0,641.0,2,98,5.0,8.0,10.0,1,29,22.0,424.0,13,26,0.0,3,0.0,0.0,0.0,0.0,0.0,Training
2011,feldmsc01,4400000,1,2,1,11,2,0,0,0,96,25,14,3,10,22,0.216,3.94,0.0,2,2.0,0,129.0,5,14,0.0,1.0,3.0,1,11,2.0,96.0,3,7,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,feldmsc01,6500000,1,6,11,29,21,0,0,0,371,139,70,14,32,96,0.279,5.09,2.0,2,1.0,1,536.0,5,79,0.0,5.0,8.0,1,29,21.0,371.0,6,14,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,feldmsc01,6000000,3,12,12,30,30,2,1,0,545,159,78,19,56,132,0.469,7.7299999999999995,1.0,7,9.0,1,758.0,0,87,7.0,7.0,17.0,3,30,30.0,545.0,11,29,3.0,2,0.0,0.0,0.0,0.0,0.0,Training
2014,feldmsc01,12000000,1,8,12,29,29,2,1,0,541,185,75,16,50,107,0.266,3.74,5.0,6,11.0,1,765.0,0,86,2.0,7.0,17.0,1,29,29.0,541.0,18,18,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,feldmsc01,10000000,1,5,5,18,18,0,0,0,325,115,47,13,27,61,0.275,3.9,1.0,8,0.0,0,451.0,0,49,1.0,5.0,15.0,1,18,18.0,325.0,10,20,2.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,feldmsc01,8000000,3,7,4,40,5,0,0,0,231,87,34,10,19,56,0.612,11.3,3.0,0,3.0,0,338.0,13,42,5.0,3.0,6.0,3,40,5.0,231.0,6,9,1.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2007,felicpe01,602000,1,2,2,78,0,0,0,2,192,47,22,3,31,61,0.2,3.09,4.0,1,5.0,1,275.0,12,26,2.0,2.0,8.0,1,78,0.0,192.0,2,15,2.0,1,0.0,0.0,0.0,0.0,0.0,Training
2008,felicpe01,1025000,1,3,4,86,0,0,0,2,160,57,24,7,26,50,0.281,4.05,8.0,2,3.0,0,237.0,14,24,2.0,3.0,9.0,1,86,0.0,160.0,7,10,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2009,felicpe01,1612500,1,6,4,88,0,0,0,0,178,51,20,7,18,59,0.231,3.03,4.0,2,0.0,1,242.0,11,25,2.0,1.0,5.0,1,88,0.0,178.0,4,17,0.0,3,0.0,0.0,0.0,0.0,0.0,Training
2010,felicpe01,2900000,1,3,6,92,0,0,0,0,188,66,23,1,30,56,0.273,3.3,6.0,1,6.0,0,280.0,16,24,2.0,0.0,10.0,1,92,0.0,188.0,6,17,1.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,felizmi01,508200,1,8,1,47,0,0,0,0,195,55,32,10,22,95,0.224,4.43,0.0,6,0.0,0,270.0,17,33,0.0,2.0,1.0,1,47,0.0,195.0,1,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2010,felizne01,402000,1,4,3,70,0,0,0,40,208,43,21,5,18,71,0.176,2.73,1.0,5,5.0,0,269.0,59,21,1.0,0.0,5.0,1,70,0.0,208.0,3,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,felizne01,457160,1,2,3,64,0,0,0,32,187,42,19,4,30,54,0.194,2.74,1.0,2,0.0,1,252.0,56,22,3.0,2.0,5.0,1,64,0.0,187.0,9,4,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2012,felizne01,502000,1,3,1,8,7,1,0,0,128,28,15,5,23,37,0.187,3.16,0.0,0,2.0,0,175.0,0,15,0.0,0.0,5.0,1,8,7.0,128.0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,felizne01,2900000,1,0,0,6,0,0,0,0,14,5,0,0,2,4,0.278,0.0,0.0,0,1.0,0,21.0,2,0,0.0,0.0,0.0,1,6,0.0,14.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,felizne01,3000000,1,2,1,30,0,0,0,13,95,20,7,5,11,21,0.183,1.99,0.0,1,0.0,0,122.0,22,7,1.0,1.0,3.0,1,30,0.0,95.0,4,2,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,felizne01,4125000,3,3,4,48,0,0,0,10,144,57,34,5,18,39,0.596,12.2,6.0,4,1.0,0,212.0,24,34,1.0,1.0,5.0,3,48,0.0,144.0,4,3,0.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,felizne01,3900000,1,4,2,62,0,0,0,2,161,40,21,10,21,61,0.207,3.52,1.0,3,1.0,0,218.0,6,21,2.0,1.0,5.0,1,62,0.0,161.0,1,5,0.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2006,fernaja01,337000,1,0,0,4,0,0,0,0,19,11,7,2,1,1,0.367,9.95,0.0,0,0.0,0,31.0,3,7,0.0,0.0,0.0,1,4,0.0,19.0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,fernajo02,635000,1,4,2,8,8,0,0,0,155,36,14,4,13,70,0.188,2.44,1.0,2,0.0,1,205.0,0,19,0.0,0.0,2.0,1,8,8.0,155.0,4,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,fernajo02,651000,1,6,1,11,11,0,0,0,194,61,21,4,14,79,0.249,2.92,0.0,2,2.0,0,265.0,0,21,0.0,4.0,6.0,1,11,11.0,194.0,3,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,fernajo02,2800000,1,16,8,29,29,0,0,0,547,149,58,13,55,253,0.224,2.86,6.0,9,6.0,1,737.0,0,63,7.0,5.0,14.0,1,29,29.0,547.0,7,15,2.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2013,fieldjo03,490000,1,1,3,41,0,0,0,5,114,31,21,8,18,40,0.22,4.97,4.0,0,0.0,0,160.0,16,21,1.0,0.0,2.0,1,41,0.0,114.0,3,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,fieldjo03,506500,1,4,6,54,0,0,0,4,164,50,27,2,17,70,0.242,4.45,3.0,0,2.0,0,231.0,16,29,0.0,5.0,1.0,1,54,0.0,164.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,fieldjo03,516700,1,4,1,54,0,0,0,0,152,39,20,2,19,67,0.21,3.55,3.0,1,1.0,0,209.0,19,20,2.0,1.0,0.0,1,54,0.0,152.0,1,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,fieldjo03,900000,3,1,0,37,0,0,0,0,105,43,18,4,11,42,0.599,9.68,2.0,0,1.0,0,158.0,12,22,0.0,1.0,3.0,3,37,0.0,105.0,5,1,0.0,2,0.0,0.0,0.0,0.0,0.0,Validation
2013,fienca01,500000,1,5,2,73,0,0,0,0,186,51,27,9,12,73,0.225,3.92,3.0,2,0.0,0,244.0,20,28,3.0,2.0,3.0,1,73,0.0,186.0,3,7,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2014,fienca01,530000,1,5,6,73,0,0,0,1,190,64,28,7,10,51,0.262,3.98,0.0,2,0.0,0,260.0,15,29,2.0,4.0,5.0,1,73,0.0,190.0,6,9,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2015,fienca01,1375000,1,4,6,62,0,0,0,0,190,61,25,6,8,41,0.25,3.55,0.0,0,0.0,0,257.0,6,26,2.0,3.0,1.0,1,62,0.0,190.0,5,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,fienca01,2275000,3,1,1,39,0,0,0,0,118,45,24,13,10,35,0.595,12.11,3.0,1,0.0,0,169.0,7,24,1.0,0.0,2.0,3,39,0.0,118.0,4,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2013,fiersmi01,498000,1,1,4,11,3,0,0,0,67,28,18,8,6,15,0.298,7.25,0.0,1,0.0,0,103.0,4,20,1.0,2.0,0.0,1,11,3.0,67.0,2,5,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,fiersmi01,512500,3,7,10,31,30,1,1,0,541,162,74,24,64,180,0.456,7.21,5.0,8,6.0,0,761.0,0,83,3.0,8.0,8.0,3,31,30.0,541.0,10,21,4.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,fiersmi01,524100,1,11,8,31,30,0,0,0,506,187,84,26,42,134,0.28,4.48,0.0,17,7.0,0,724.0,0,89,3.0,5.0,6.0,1,31,30.0,506.0,13,12,1.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2013,fifest01,492500,1,4,4,12,10,0,0,0,175,69,25,7,20,45,0.304,3.86,2.0,6,5.0,0,258.0,0,29,4.0,2.0,5.0,1,12,10.0,175.0,1,4,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2011,figuene01,900000,1,0,3,8,5,0,0,0,87,45,28,3,16,17,0.352,8.69,0.0,1,0.0,0,146.0,2,33,1.0,1.0,3.0,1,8,5.0,87.0,2,2,3.0,0,0.0,0.0,0.0,0.0,0.0,Training
2013,figuepe01,492500,1,0,0,5,0,0,0,0,9,6,4,2,3,3,0.4,12.0,0.0,0,0.0,0,18.0,1,4,0.0,0.0,0.0,1,5,0.0,9.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2016,finnebr01,511500,1,10,11,31,31,1,0,0,516,150,76,29,84,145,0.236,3.98,2.0,6,4.0,2,734.0,0,86,5.0,5.0,17.0,1,31,31.0,516.0,5,12,1.0,0,0.0,0.0,0.0,0.0,0.0,Validation
2010,fistedo01,406500,1,6,14,28,28,0,0,0,513,187,78,13,32,93,0.277,4.11,2.0,8,6.0,3,720.0,0,85,2.0,4.0,15.0,1,28,28.0,513.0,17,19,1.0,3,0.0,0.0,0.0,0.0,0.0,Training
2011,fistedo01,436500,3,11,13,32,31,3,0,0,649,193,68,11,37,146,0.45799999999999996,5.12,2.0,3,12.0,1,875.0,0,76,4.0,9.0,19.0,3,32,31.0,649.0,24,31,3.0,5,0.0,0.0,0.0,0.0,0.0,Training
2012,fistedo01,507500,1,10,10,26,26,2,1,0,485,156,62,15,37,137,0.249,3.45,1.0,1,7.0,0,673.0,0,73,3.0,0.0,16.0,1,26,26.0,485.0,10,24,2.0,3,0.0,0.0,0.0,0.0,0.0,Training
2013,fistedo01,4000000,1,14,9,33,32,1,0,0,626,229,85,14,44,159,0.281,3.67,2.0,7,16.0,0,881.0,0,91,2.0,5.0,26.0,1,33,32.0,626.0,23,30,0.0,5,0.0,0.0,0.0,0.0,0.0,Training
2014,fistedo01,7200000,1,16,6,25,25,1,1,0,492,153,44,18,24,98,0.246,2.41,0.0,5,7.0,0,662.0,0,52,6.0,2.0,16.0,1,25,25.0,492.0,15,21,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2015,fistedo01,11400000,1,5,7,25,15,0,0,1,309,120,48,14,24,63,0.295,4.19,3.0,1,6.0,0,449.0,2,56,7.0,5.0,9.0,1,25,15.0,309.0,8,18,3.0,2,0.0,0.0,0.0,0.0,0.0,Training
2016,fistedo01,7000000,1,12,13,32,32,0,0,0,541,195,93,24,62,115,0.276,4.64,1.0,10,7.0,0,779.0,0,98,0.0,3.0,20.0,1,32,32.0,541.0,11,18,2.0,1,0.0,0.0,0.0,0.0,0.0,Validation
2016,flahery01,1500000,1,0,0,1,0,0,0,0,3,3,2,1,0,0,0.429,18.0,0.0,0,0.0,0,7.0,1,2,0.0,0.0,0.0,6,71,42.0,1260.0,53,100,3.0,16,0.0,0.0,0.0,0.0,0.0,Validation
2006,florera01,350000,1,1,1,65,0,0,0,0,125,49,26,5,22,40,0.29,5.62,3.0,1,1.0,0,196.0,10,29,3.0,1.0,3.0,1,65,0.0,125.0,1,8,0.0,1,0.0,0.0,0.0,0.0,0.0,Training
2007,florera01,800000,1,3,0,70,0,0,0,1,165,71,26,2,15,47,0.31,4.25,0.0,3,3.0,0,253.0,11,31,4.0,2.0,5.0,1,70,0.0,165.0,1,9,0.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,florera01,1000000,1,1,0,43,0,0,0,1,77,34,15,2,20,17,0.315,5.26,3.0,1,1.0,0,131.0,3,16,0.0,2.0,1.0,1,43,0.0,77.0,1,2,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2010,florera01,650000,3,2,0,58,0,0,0,0,93,32,11,6,15,20,0.724,7.87,1.0,0,1.0,0,138.0,11,12,3.0,1.0,2.0,3,58,0.0,93.0,1,5,1.0,1,0.0,0.0,0.0,0.0,0.0,Training
2006,floydga01,330000,1,4,3,11,11,1,1,0,163,70,44,14,32,34,0.315,7.29,3.0,2,3.0,0,264.0,0,48,2.0,5.0,6.0,1,11,11.0,163.0,4,6,1.0,0,0.0,0.0,0.0,0.0,0.0,Training
2008,floydga01,400000,1,17,8,33,33,1,0,0,619,190,88,30,70,145,0.241,3.84,6.0,9,9.0,0,878.0,0,107,7.0,5.0,17.0,1,33,33.0,619.0,18,23,2.0,3,0.0,0.0,0.0,0.0,0.0,Training
